feedback_id,survey_id,guest_id,store_id,feedback_date,product_name,product_category,seasonal_flag,seasonal_drink_awareness,trial_flag,product_rating,repeat_purchase_intent,sweetness_feedback,price_value_feedback,guest_segment,data_source
PFD-003693,SVY-005800,GST-005800,BB-007,2024-02-06,Turkey Sandwich,food,0,0,1,2,2,too_sweet,fair,mobile_first_guest,synthetic
PFD-003694,SVY-005801,GST-005801,BB-045,2024-04-18,Pumpkin Spice Latte,espresso,1,1,1,4,1,balanced,fair,at_risk_guest,synthetic
PFD-003695,SVY-005802,GST-005802,BB-083,2024-05-23,Nitro Cold Brew,cold_brew,0,0,1,2,3,balanced,good_value,seasonal_product_explorer,synthetic
PFD-003696,SVY-005803,GST-005803,BB-060,2024-01-19,Cold Brew,cold_brew,0,1,1,3,5,balanced,fair,occasional_guest,synthetic
PFD-003697,SVY-005805,GST-005805,BB-075,2024-01-06,Pumpkin Spice Latte,espresso,1,1,1,3,1,too_sweet,fair,price_sensitive_guest,synthetic
PFD-003698,SVY-005806,GST-005806,BB-036,2024-01-30,Cold Brew,cold_brew,0,0,1,5,5,balanced,fair,occasional_guest,synthetic
PFD-003699,SVY-005807,GST-005807,BB-027,2024-03-10,Caramel Macchiato,espresso,0,0,1,5,4,balanced,fair,price_sensitive_guest,synthetic
PFD-003700,SVY-005809,GST-005809,BB-054,2024-05-06,Blueberry Muffin,bakery,0,0,1,4,3,balanced,fair,occasional_guest,synthetic
PFD-003701,SVY-005812,GST-005812,BB-004,2024-06-10,Classic Latte,espresso,0,0,1,4,3,balanced,too_expensive,loyalty_regular,synthetic
PFD-003702,SVY-005813,GST-005813,BB-088,2024-05-24,Iced Matcha Latte,tea,0,0,1,3,3,balanced,good_value,occasional_guest,synthetic
PFD-003703,SVY-005814,GST-005814,BB-071,2024-03-22,Cold Brew,cold_brew,0,0,1,4,3,balanced,fair,price_sensitive_guest,synthetic
PFD-003704,SVY-005816,GST-005816,BB-059,2024-06-15,Iced Matcha Latte,tea,0,1,1,4,3,not_sweet_enough,too_expensive,loyalty_regular,synthetic
PFD-003705,SVY-005822,GST-005822,BB-013,2024-04-29,Oat Milk Cortado,espresso,0,0,1,4,4,too_sweet,fair,loyalty_regular,synthetic
PFD-003706,SVY-005824,GST-005824,BB-043,2024-03-11,Chai Tea Latte,tea,0,0,1,5,3,not_sweet_enough,too_expensive,loyalty_regular,synthetic
PFD-003707,SVY-005826,GST-005826,BB-076,2024-01-22,Chocolate Croissant,bakery,0,0,1,5,3,balanced,fair,loyalty_regular,synthetic
PFD-003708,SVY-005827,GST-005827,BB-044,2024-06-22,Chai Tea Latte,tea,0,0,1,4,3,balanced,fair,mobile_first_guest,synthetic
PFD-003709,SVY-005828,GST-005828,BB-063,2024-03-12,Chocolate Croissant,bakery,0,1,1,5,4,balanced,good_value,occasional_guest,synthetic
PFD-003710,SVY-005830,GST-005830,BB-051,2024-02-01,Turkey Sandwich,food,0,0,1,2,3,too_sweet,good_value,at_risk_guest,synthetic
PFD-003711,SVY-005831,GST-005831,BB-002,2024-06-13,Classic Latte,espresso,0,0,1,2,3,balanced,good_value,occasional_guest,synthetic
PFD-003712,SVY-005833,GST-005833,BB-023,2024-05-06,Avocado Toast,food,0,1,1,4,4,not_sweet_enough,fair,seasonal_product_explorer,synthetic
PFD-003713,SVY-005834,GST-005834,BB-090,2024-02-05,Cold Brew,cold_brew,0,0,1,4,3,balanced,too_expensive,price_sensitive_guest,synthetic
PFD-003714,SVY-005835,GST-005835,BB-018,2024-03-18,Avocado Toast,food,0,0,1,2,2,not_sweet_enough,too_expensive,price_sensitive_guest,synthetic
PFD-003715,SVY-005836,GST-005836,BB-038,2024-01-15,Seasonal Cold Brew,cold_brew,1,1,1,3,4,balanced,fair,loyalty_regular,synthetic
PFD-003716,SVY-005837,GST-005837,BB-002,2024-04-08,Breakfast Burrito,food,0,0,1,3,1,balanced,fair,mobile_first_guest,synthetic
PFD-003717,SVY-005838,GST-005838,BB-047,2024-05-06,Breakfast Burrito,food,0,0,1,4,3,balanced,fair,occasional_guest,synthetic
PFD-003718,SVY-005840,GST-005840,BB-018,2024-03-28,Caramel Macchiato,espresso,0,0,1,4,2,balanced,good_value,mobile_first_guest,synthetic
PFD-003719,SVY-005841,GST-005841,BB-028,2024-03-30,Seasonal Cold Brew,cold_brew,1,1,1,3,1,balanced,fair,price_sensitive_guest,synthetic
PFD-003720,SVY-005842,GST-005842,BB-046,2024-04-06,Classic Latte,espresso,0,0,1,5,3,balanced,fair,occasional_guest,synthetic
PFD-003721,SVY-005844,GST-005844,BB-089,2024-03-27,Seasonal Cold Brew,cold_brew,1,1,1,5,3,balanced,fair,price_sensitive_guest,synthetic
PFD-003722,SVY-005846,GST-005846,BB-062,2024-01-01,Cold Brew,cold_brew,0,0,1,4,3,balanced,fair,mobile_first_guest,synthetic
PFD-003723,SVY-005847,GST-005847,BB-037,2024-05-07,Seasonal Cold Brew,cold_brew,1,0,1,3,3,balanced,fair,seasonal_product_explorer,synthetic
PFD-003724,SVY-005849,GST-005849,BB-018,2024-06-16,Classic Latte,espresso,0,1,1,4,3,balanced,fair,loyalty_regular,synthetic
PFD-003725,SVY-005850,GST-005850,BB-021,2024-05-31,Avocado Toast,food,0,0,1,3,4,balanced,too_expensive,occasional_guest,synthetic
PFD-003726,SVY-005851,GST-005851,BB-016,2024-02-18,Pumpkin Spice Latte,espresso,1,1,1,4,3,not_sweet_enough,good_value,occasional_guest,synthetic
PFD-003727,SVY-005852,GST-005852,BB-064,2024-02-08,Chocolate Croissant,bakery,0,1,1,4,4,balanced,good_value,loyalty_regular,synthetic
PFD-003728,SVY-005853,GST-005853,BB-034,2024-05-09,Oat Milk Cortado,espresso,0,0,1,4,4,balanced,good_value,loyalty_regular,synthetic
PFD-003729,SVY-005854,GST-005854,BB-021,2024-05-14,Iced Matcha Latte,tea,0,1,1,4,3,too_sweet,good_value,seasonal_product_explorer,synthetic
PFD-003730,SVY-005855,GST-005855,BB-051,2024-04-14,Iced Matcha Latte,tea,0,1,1,4,3,not_sweet_enough,too_expensive,at_risk_guest,synthetic
PFD-003731,SVY-005856,GST-005856,BB-029,2024-01-19,Classic Latte,espresso,0,1,1,3,2,balanced,too_expensive,price_sensitive_guest,synthetic
PFD-003732,SVY-005857,GST-005857,BB-047,2024-04-02,Pumpkin Spice Latte,espresso,1,1,1,2,1,too_sweet,too_expensive,price_sensitive_guest,synthetic
PFD-003733,SVY-005858,GST-005858,BB-054,2024-02-12,Blueberry Muffin,bakery,0,0,1,4,3,balanced,good_value,occasional_guest,synthetic
PFD-003734,SVY-005859,GST-005859,BB-014,2024-06-03,Oat Milk Cortado,espresso,0,1,1,3,2,balanced,fair,price_sensitive_guest,synthetic
PFD-003735,SVY-005860,GST-005860,BB-043,2024-04-04,Chai Tea Latte,tea,0,1,1,4,2,balanced,fair,at_risk_guest,synthetic
PFD-003736,SVY-005862,GST-005862,BB-047,2024-04-29,Avocado Toast,food,0,0,1,2,1,too_sweet,fair,at_risk_guest,synthetic
PFD-003737,SVY-005863,GST-005863,BB-004,2024-03-01,Nitro Cold Brew,cold_brew,0,1,1,3,2,too_sweet,too_expensive,price_sensitive_guest,synthetic
PFD-003738,SVY-005864,GST-005864,BB-021,2024-04-01,Nitro Cold Brew,cold_brew,0,0,1,4,1,balanced,fair,occasional_guest,synthetic
PFD-003739,SVY-005865,GST-005865,BB-048,2024-05-10,Iced Matcha Latte,tea,0,0,1,5,5,balanced,fair,loyalty_regular,synthetic
PFD-003740,SVY-005866,GST-005866,BB-040,2024-04-14,Avocado Toast,food,0,1,1,2,3,balanced,fair,occasional_guest,synthetic
PFD-003741,SVY-005868,GST-005868,BB-076,2024-02-06,Nitro Cold Brew,cold_brew,0,1,1,4,3,too_sweet,too_expensive,loyalty_regular,synthetic
PFD-003742,SVY-005870,GST-005870,BB-003,2024-05-23,Avocado Toast,food,0,0,1,4,4,balanced,too_expensive,price_sensitive_guest,synthetic
PFD-003743,SVY-005871,GST-005871,BB-072,2024-03-11,Turkey Sandwich,food,0,0,1,5,4,not_sweet_enough,too_expensive,loyalty_regular,synthetic
PFD-003744,SVY-005872,GST-005872,BB-027,2024-04-19,Caramel Macchiato,espresso,0,1,1,4,5,balanced,too_expensive,occasional_guest,synthetic
PFD-003745,SVY-005873,GST-005873,BB-028,2024-04-03,Cold Brew,cold_brew,0,1,1,4,1,not_sweet_enough,good_value,mobile_first_guest,synthetic
PFD-003746,SVY-005874,GST-005874,BB-014,2024-02-11,Classic Latte,espresso,0,1,1,3,3,balanced,too_expensive,occasional_guest,synthetic
PFD-003747,SVY-005875,GST-005875,BB-014,2024-05-26,Iced Matcha Latte,tea,0,0,1,2,1,too_sweet,fair,at_risk_guest,synthetic
PFD-003748,SVY-005878,GST-005878,BB-076,2024-06-17,Classic Latte,espresso,0,0,1,3,2,balanced,fair,occasional_guest,synthetic
PFD-003749,SVY-005879,GST-005879,BB-008,2024-01-31,Classic Latte,espresso,0,1,1,4,5,too_sweet,too_expensive,loyalty_regular,synthetic
PFD-003750,SVY-005880,GST-005880,BB-029,2024-06-17,Pumpkin Spice Latte,espresso,1,1,1,5,4,too_sweet,good_value,seasonal_product_explorer,synthetic
PFD-003751,SVY-005881,GST-005881,BB-051,2024-02-26,Seasonal Cold Brew,cold_brew,1,1,1,4,2,balanced,fair,seasonal_product_explorer,synthetic
PFD-003752,SVY-005882,GST-005882,BB-034,2024-01-11,Chai Tea Latte,tea,0,1,1,3,3,balanced,fair,price_sensitive_guest,synthetic
PFD-003753,SVY-005883,GST-005883,BB-043,2024-03-27,Chai Tea Latte,tea,0,1,1,4,4,too_sweet,fair,loyalty_regular,synthetic
PFD-003754,SVY-005888,GST-005888,BB-014,2024-05-01,Chocolate Croissant,bakery,0,0,1,3,3,not_sweet_enough,fair,occasional_guest,synthetic
PFD-003755,SVY-005889,GST-005889,BB-002,2024-04-05,Avocado Toast,food,0,0,1,2,4,not_sweet_enough,too_expensive,mobile_first_guest,synthetic
PFD-003756,SVY-005890,GST-005890,BB-032,2024-01-30,Blueberry Muffin,bakery,0,0,1,3,2,too_sweet,fair,price_sensitive_guest,synthetic
PFD-003757,SVY-005893,GST-005893,BB-088,2024-06-10,Avocado Toast,food,0,1,1,4,3,too_sweet,too_expensive,seasonal_product_explorer,synthetic
PFD-003758,SVY-005894,GST-005894,BB-071,2024-04-13,Seasonal Cold Brew,cold_brew,1,1,1,3,3,balanced,fair,occasional_guest,synthetic
PFD-003759,SVY-005895,GST-005895,BB-077,2024-04-15,Oat Milk Cortado,espresso,0,0,1,4,5,too_sweet,fair,loyalty_regular,synthetic
PFD-003760,SVY-005897,GST-005897,BB-090,2024-03-14,Seasonal Cold Brew,cold_brew,1,0,1,4,3,balanced,good_value,seasonal_product_explorer,synthetic
PFD-003761,SVY-005899,GST-005899,BB-004,2024-05-20,Seasonal Cold Brew,cold_brew,1,0,1,5,3,balanced,good_value,loyalty_regular,synthetic
PFD-003762,SVY-005900,GST-005900,BB-082,2024-02-29,Classic Latte,espresso,0,1,1,2,1,balanced,too_expensive,at_risk_guest,synthetic
PFD-003763,SVY-005901,GST-005901,BB-045,2024-03-20,Chocolate Croissant,bakery,0,0,1,4,2,balanced,fair,occasional_guest,synthetic
PFD-003764,SVY-005903,GST-005903,BB-037,2024-01-30,Turkey Sandwich,food,0,0,1,5,4,balanced,good_value,loyalty_regular,synthetic
PFD-003765,SVY-005904,GST-005904,BB-038,2024-03-10,Chocolate Croissant,bakery,0,0,1,4,4,not_sweet_enough,good_value,occasional_guest,synthetic
PFD-003766,SVY-005906,GST-005906,BB-088,2024-06-01,Chocolate Croissant,bakery,0,1,1,4,5,balanced,too_expensive,loyalty_regular,synthetic
PFD-003767,SVY-005907,GST-005907,BB-048,2024-03-12,Seasonal Cold Brew,cold_brew,1,1,1,4,4,balanced,fair,loyalty_regular,synthetic
PFD-003768,SVY-005910,GST-005910,BB-055,2024-02-27,Nitro Cold Brew,cold_brew,0,0,1,4,3,balanced,too_expensive,occasional_guest,synthetic
PFD-003769,SVY-005911,GST-005911,BB-069,2024-05-31,Nitro Cold Brew,cold_brew,0,0,1,3,3,not_sweet_enough,fair,seasonal_product_explorer,synthetic
PFD-003770,SVY-005912,GST-005912,BB-056,2024-02-27,Chocolate Croissant,bakery,0,0,1,4,3,too_sweet,fair,occasional_guest,synthetic
PFD-003771,SVY-005913,GST-005913,BB-045,2024-01-19,Seasonal Cold Brew,cold_brew,1,0,1,3,4,balanced,good_value,seasonal_product_explorer,synthetic
PFD-003772,SVY-005914,GST-005914,BB-049,2024-03-07,Breakfast Burrito,food,0,0,1,4,1,not_sweet_enough,good_value,price_sensitive_guest,synthetic
PFD-003773,SVY-005915,GST-005915,BB-035,2024-01-05,Oat Milk Cortado,espresso,0,0,1,4,2,balanced,fair,occasional_guest,synthetic
PFD-003774,SVY-005916,GST-005916,BB-074,2024-03-23,Avocado Toast,food,0,0,1,5,4,balanced,fair,loyalty_regular,synthetic
PFD-003775,SVY-005917,GST-005917,BB-055,2024-05-15,Cold Brew,cold_brew,0,1,1,3,2,balanced,good_value,at_risk_guest,synthetic
PFD-003776,SVY-005920,GST-005920,BB-076,2024-01-12,Oat Milk Cortado,espresso,0,0,1,4,3,balanced,fair,loyalty_regular,synthetic
PFD-003777,SVY-005923,GST-005923,BB-037,2024-05-06,Chai Tea Latte,tea,0,1,1,3,3,not_sweet_enough,fair,at_risk_guest,synthetic
PFD-003778,SVY-005924,GST-005924,BB-041,2024-03-20,Seasonal Cold Brew,cold_brew,1,1,1,3,2,balanced,fair,seasonal_product_explorer,synthetic
PFD-003779,SVY-005925,GST-005925,BB-076,2024-05-15,Pumpkin Spice Latte,espresso,1,1,1,3,2,too_sweet,fair,seasonal_product_explorer,synthetic
PFD-003780,SVY-005926,GST-005926,BB-026,2024-06-11,Chocolate Croissant,bakery,0,0,1,5,4,not_sweet_enough,good_value,seasonal_product_explorer,synthetic
PFD-003781,SVY-005928,GST-005928,BB-044,2024-04-15,Seasonal Cold Brew,cold_brew,1,1,1,3,3,balanced,too_expensive,seasonal_product_explorer,synthetic
PFD-003782,SVY-005929,GST-005929,BB-055,2024-03-18,Classic Latte,espresso,0,1,1,3,3,balanced,too_expensive,occasional_guest,synthetic
PFD-003783,SVY-005930,GST-005930,BB-065,2024-02-11,Iced Matcha Latte,tea,0,0,1,3,2,balanced,fair,at_risk_guest,synthetic
PFD-003784,SVY-005933,GST-005933,BB-029,2024-05-08,Breakfast Burrito,food,0,1,1,3,4,not_sweet_enough,good_value,loyalty_regular,synthetic
PFD-003785,SVY-005934,GST-005934,BB-069,2024-04-03,Blueberry Muffin,bakery,0,0,1,4,1,balanced,fair,at_risk_guest,synthetic
PFD-003786,SVY-005935,GST-005935,BB-072,2024-03-26,Avocado Toast,food,0,1,1,3,4,balanced,fair,occasional_guest,synthetic
PFD-003787,SVY-005937,GST-005937,BB-047,2024-06-08,Breakfast Burrito,food,0,0,1,3,1,not_sweet_enough,fair,occasional_guest,synthetic
PFD-003788,SVY-005939,GST-005939,BB-028,2024-05-21,Oat Milk Cortado,espresso,0,0,1,5,3,too_sweet,too_expensive,loyalty_regular,synthetic
PFD-003789,SVY-005941,GST-005941,BB-047,2024-06-25,Chai Tea Latte,tea,0,0,1,4,4,balanced,good_value,loyalty_regular,synthetic
PFD-003790,SVY-005944,GST-005944,BB-051,2024-03-20,Blueberry Muffin,bakery,0,0,1,4,2,balanced,fair,at_risk_guest,synthetic
PFD-003791,SVY-005945,GST-005945,BB-047,2024-02-26,Oat Milk Cortado,espresso,0,0,1,3,2,balanced,too_expensive,price_sensitive_guest,synthetic
PFD-003792,SVY-005948,GST-005948,BB-033,2024-06-05,Iced Matcha Latte,tea,0,0,1,4,5,balanced,good_value,loyalty_regular,synthetic
PFD-003793,SVY-005950,GST-005950,BB-069,2024-04-24,Chai Tea Latte,tea,0,0,1,2,3,too_sweet,too_expensive,seasonal_product_explorer,synthetic
PFD-003794,SVY-005951,GST-005951,BB-051,2024-05-08,Iced Matcha Latte,tea,0,1,1,5,4,balanced,good_value,loyalty_regular,synthetic
PFD-003795,SVY-005952,GST-005952,BB-003,2024-06-26,Oat Milk Cortado,espresso,0,0,1,4,3,balanced,fair,occasional_guest,synthetic
PFD-003796,SVY-005953,GST-005953,BB-022,2024-03-07,Blueberry Muffin,bakery,0,1,1,5,4,balanced,good_value,loyalty_regular,synthetic
PFD-003797,SVY-005954,GST-005954,BB-052,2024-05-03,Iced Matcha Latte,tea,0,0,1,4,3,balanced,fair,at_risk_guest,synthetic
PFD-003798,SVY-005955,GST-005955,BB-044,2024-02-04,Breakfast Burrito,food,0,0,1,2,1,balanced,fair,price_sensitive_guest,synthetic
PFD-003799,SVY-005956,GST-005956,BB-054,2024-02-06,Caramel Macchiato,espresso,0,0,1,4,4,too_sweet,good_value,occasional_guest,synthetic
PFD-003800,SVY-005957,GST-005957,BB-017,2024-03-16,Iced Matcha Latte,tea,0,0,1,5,3,balanced,fair,occasional_guest,synthetic
PFD-003801,SVY-005958,GST-005958,BB-051,2024-03-21,Avocado Toast,food,0,0,1,5,4,balanced,too_expensive,loyalty_regular,synthetic
PFD-003802,SVY-005959,GST-005959,BB-064,2024-03-19,Breakfast Burrito,food,0,0,1,5,3,too_sweet,fair,loyalty_regular,synthetic
PFD-003803,SVY-005960,GST-005960,BB-023,2024-01-20,Classic Latte,espresso,0,0,1,4,4,too_sweet,fair,loyalty_regular,synthetic
PFD-003804,SVY-005961,GST-005961,BB-086,2024-04-30,Avocado Toast,food,0,1,1,3,2,too_sweet,fair,at_risk_guest,synthetic
PFD-003805,SVY-005962,GST-005962,BB-050,2024-04-14,Turkey Sandwich,food,0,0,1,4,4,too_sweet,good_value,loyalty_regular,synthetic
PFD-003806,SVY-005963,GST-005963,BB-043,2024-01-23,Chai Tea Latte,tea,0,0,1,4,3,too_sweet,fair,price_sensitive_guest,synthetic
PFD-003807,SVY-005964,GST-005964,BB-037,2024-03-29,Oat Milk Cortado,espresso,0,0,1,4,3,balanced,fair,at_risk_guest,synthetic
PFD-003808,SVY-005965,GST-005965,BB-067,2024-05-23,Chocolate Croissant,bakery,0,0,1,5,2,balanced,good_value,mobile_first_guest,synthetic
PFD-003809,SVY-005966,GST-005966,BB-023,2024-02-09,Avocado Toast,food,0,0,1,3,2,balanced,good_value,at_risk_guest,synthetic
PFD-003810,SVY-005967,GST-005967,BB-050,2024-01-02,Iced Matcha Latte,tea,0,0,1,1,2,not_sweet_enough,fair,at_risk_guest,synthetic
PFD-003811,SVY-005968,GST-005968,BB-010,2024-03-04,Seasonal Cold Brew,cold_brew,1,1,1,4,3,balanced,too_expensive,occasional_guest,synthetic
PFD-003812,SVY-005971,GST-005971,BB-034,2024-01-04,Caramel Macchiato,espresso,0,0,1,5,2,balanced,good_value,occasional_guest,synthetic
PFD-003813,SVY-005973,GST-005973,BB-081,2024-04-29,Caramel Macchiato,espresso,0,0,1,5,2,balanced,fair,loyalty_regular,synthetic
PFD-003814,SVY-005977,GST-005977,BB-009,2024-06-22,Cold Brew,cold_brew,0,0,1,4,5,balanced,fair,seasonal_product_explorer,synthetic
PFD-003815,SVY-005978,GST-005978,BB-042,2024-02-26,Iced Matcha Latte,tea,0,0,1,4,4,balanced,fair,seasonal_product_explorer,synthetic
PFD-003816,SVY-005981,GST-005981,BB-087,2024-06-25,Chocolate Croissant,bakery,0,1,1,5,4,not_sweet_enough,fair,seasonal_product_explorer,synthetic
PFD-003817,SVY-005983,GST-005983,BB-019,2024-05-07,Breakfast Burrito,food,0,0,1,3,3,balanced,good_value,seasonal_product_explorer,synthetic
PFD-003818,SVY-005984,GST-005984,BB-033,2024-01-14,Classic Latte,espresso,0,1,1,5,4,balanced,fair,loyalty_regular,synthetic
PFD-003819,SVY-005985,GST-005985,BB-020,2024-05-19,Classic Latte,espresso,0,1,1,5,3,not_sweet_enough,fair,occasional_guest,synthetic
PFD-003820,SVY-005986,GST-005986,BB-034,2024-04-12,Avocado Toast,food,0,1,1,5,5,not_sweet_enough,good_value,loyalty_regular,synthetic
PFD-003821,SVY-005988,GST-005988,BB-055,2024-04-10,Pumpkin Spice Latte,espresso,1,1,1,3,4,balanced,too_expensive,seasonal_product_explorer,synthetic
PFD-003822,SVY-005989,GST-005989,BB-089,2024-03-05,Classic Latte,espresso,0,0,1,5,4,not_sweet_enough,too_expensive,mobile_first_guest,synthetic
PFD-003823,SVY-005990,GST-005990,BB-022,2024-01-25,Turkey Sandwich,food,0,0,1,4,3,balanced,good_value,occasional_guest,synthetic
PFD-003824,SVY-005991,GST-005991,BB-078,2024-03-01,Classic Latte,espresso,0,0,1,3,3,balanced,too_expensive,price_sensitive_guest,synthetic
PFD-003825,SVY-005992,GST-005992,BB-049,2024-06-11,Pumpkin Spice Latte,espresso,1,1,1,2,1,too_sweet,good_value,occasional_guest,synthetic
PFD-003826,SVY-005993,GST-005993,BB-036,2024-02-03,Pumpkin Spice Latte,espresso,1,1,1,4,2,too_sweet,fair,price_sensitive_guest,synthetic
PFD-003827,SVY-005994,GST-005994,BB-050,2024-06-01,Pumpkin Spice Latte,espresso,1,1,1,4,3,too_sweet,fair,seasonal_product_explorer,synthetic
PFD-003828,SVY-005995,GST-005995,BB-003,2024-06-14,Caramel Macchiato,espresso,0,1,1,5,4,balanced,good_value,loyalty_regular,synthetic
PFD-003829,SVY-005997,GST-005997,BB-004,2024-04-19,Classic Latte,espresso,0,0,1,5,3,too_sweet,fair,loyalty_regular,synthetic
PFD-003830,SVY-005998,GST-005998,BB-016,2024-04-28,Iced Matcha Latte,tea,0,0,1,3,2,balanced,good_value,at_risk_guest,synthetic
PFD-003831,SVY-006002,GST-006002,BB-088,2024-05-25,Breakfast Burrito,food,0,1,1,4,4,too_sweet,too_expensive,occasional_guest,synthetic
PFD-003832,SVY-006003,GST-006003,BB-083,2024-01-26,Oat Milk Cortado,espresso,0,0,1,4,5,too_sweet,good_value,loyalty_regular,synthetic
PFD-003833,SVY-006004,GST-006004,BB-032,2024-01-16,Caramel Macchiato,espresso,0,0,1,4,4,too_sweet,fair,mobile_first_guest,synthetic
PFD-003834,SVY-006005,GST-006005,BB-062,2024-02-08,Chocolate Croissant,bakery,0,0,1,4,3,too_sweet,fair,price_sensitive_guest,synthetic
PFD-003835,SVY-006008,GST-006008,BB-051,2024-05-29,Avocado Toast,food,0,0,1,4,3,not_sweet_enough,too_expensive,occasional_guest,synthetic
PFD-003836,SVY-006009,GST-006009,BB-087,2024-02-10,Caramel Macchiato,espresso,0,0,1,3,3,too_sweet,good_value,price_sensitive_guest,synthetic
PFD-003837,SVY-006012,GST-006012,BB-031,2024-04-13,Caramel Macchiato,espresso,0,0,1,4,3,not_sweet_enough,good_value,mobile_first_guest,synthetic
PFD-003838,SVY-006013,GST-006013,BB-057,2024-06-24,Seasonal Cold Brew,cold_brew,1,1,1,3,3,not_sweet_enough,fair,loyalty_regular,synthetic
PFD-003839,SVY-006015,GST-006015,BB-071,2024-05-15,Blueberry Muffin,bakery,0,0,1,4,3,balanced,fair,price_sensitive_guest,synthetic
PFD-003840,SVY-006016,GST-006016,BB-057,2024-02-09,Blueberry Muffin,bakery,0,0,1,4,4,balanced,good_value,mobile_first_guest,synthetic
PFD-003841,SVY-006018,GST-006018,BB-067,2024-06-27,Classic Latte,espresso,0,1,1,4,2,balanced,fair,mobile_first_guest,synthetic
PFD-003842,SVY-006019,GST-006019,BB-028,2024-02-12,Blueberry Muffin,bakery,0,1,1,1,2,too_sweet,fair,loyalty_regular,synthetic
PFD-003843,SVY-006020,GST-006020,BB-062,2024-01-24,Seasonal Cold Brew,cold_brew,1,1,1,4,4,balanced,good_value,price_sensitive_guest,synthetic
PFD-003844,SVY-006022,GST-006022,BB-057,2024-03-09,Pumpkin Spice Latte,espresso,1,0,1,4,3,too_sweet,fair,seasonal_product_explorer,synthetic
PFD-003845,SVY-006023,GST-006023,BB-006,2024-01-04,Cold Brew,cold_brew,0,0,1,5,3,not_sweet_enough,good_value,at_risk_guest,synthetic
PFD-003846,SVY-006024,GST-006024,BB-045,2024-05-30,Seasonal Cold Brew,cold_brew,1,1,1,3,2,balanced,good_value,at_risk_guest,synthetic
PFD-003847,SVY-006025,GST-006025,BB-007,2024-06-05,Caramel Macchiato,espresso,0,1,1,2,1,not_sweet_enough,fair,at_risk_guest,synthetic
PFD-003848,SVY-006026,GST-006026,BB-020,2024-03-30,Caramel Macchiato,espresso,0,0,1,5,3,balanced,fair,price_sensitive_guest,synthetic
PFD-003849,SVY-006028,GST-006028,BB-083,2024-04-14,Blueberry Muffin,bakery,0,1,1,4,3,balanced,too_expensive,mobile_first_guest,synthetic
PFD-003850,SVY-006029,GST-006029,BB-047,2024-03-13,Classic Latte,espresso,0,0,1,3,2,balanced,fair,price_sensitive_guest,synthetic
PFD-003851,SVY-006030,GST-006030,BB-016,2024-05-02,Chai Tea Latte,tea,0,1,1,2,2,too_sweet,good_value,at_risk_guest,synthetic
PFD-003852,SVY-006031,GST-006031,BB-038,2024-05-06,Turkey Sandwich,food,0,0,1,3,4,too_sweet,good_value,seasonal_product_explorer,synthetic
PFD-003853,SVY-006033,GST-006033,BB-062,2024-02-25,Chocolate Croissant,bakery,0,1,1,4,3,balanced,good_value,at_risk_guest,synthetic
PFD-003854,SVY-006034,GST-006034,BB-054,2024-06-22,Turkey Sandwich,food,0,1,1,4,3,too_sweet,good_value,loyalty_regular,synthetic
PFD-003855,SVY-006035,GST-006035,BB-006,2024-04-02,Seasonal Cold Brew,cold_brew,1,0,1,3,1,too_sweet,too_expensive,occasional_guest,synthetic
PFD-003856,SVY-006036,GST-006036,BB-032,2024-06-20,Avocado Toast,food,0,1,1,5,2,balanced,fair,occasional_guest,synthetic
PFD-003857,SVY-006038,GST-006038,BB-065,2024-01-28,Breakfast Burrito,food,0,0,1,5,5,not_sweet_enough,fair,loyalty_regular,synthetic
PFD-003858,SVY-006039,GST-006039,BB-076,2024-04-05,Seasonal Cold Brew,cold_brew,1,0,1,3,1,too_sweet,too_expensive,price_sensitive_guest,synthetic
PFD-003859,SVY-006040,GST-006040,BB-009,2024-02-21,Seasonal Cold Brew,cold_brew,1,1,1,3,5,balanced,too_expensive,occasional_guest,synthetic
PFD-003860,SVY-006041,GST-006041,BB-052,2024-03-25,Chai Tea Latte,tea,0,0,1,4,3,too_sweet,too_expensive,occasional_guest,synthetic
PFD-003861,SVY-006042,GST-006042,BB-088,2024-04-21,Nitro Cold Brew,cold_brew,0,0,1,5,4,too_sweet,too_expensive,loyalty_regular,synthetic
PFD-003862,SVY-006043,GST-006043,BB-021,2024-04-26,Turkey Sandwich,food,0,1,1,4,4,too_sweet,fair,mobile_first_guest,synthetic
PFD-003863,SVY-006044,GST-006044,BB-038,2024-01-19,Breakfast Burrito,food,0,1,1,2,2,not_sweet_enough,fair,at_risk_guest,synthetic
PFD-003864,SVY-006045,GST-006045,BB-088,2024-06-21,Chocolate Croissant,bakery,0,0,1,2,3,balanced,good_value,at_risk_guest,synthetic
PFD-003865,SVY-006048,GST-006048,BB-064,2024-06-14,Blueberry Muffin,bakery,0,0,1,4,4,not_sweet_enough,good_value,seasonal_product_explorer,synthetic
PFD-003866,SVY-006049,GST-006049,BB-029,2024-03-19,Oat Milk Cortado,espresso,0,0,1,5,3,not_sweet_enough,fair,loyalty_regular,synthetic
PFD-003867,SVY-006050,GST-006050,BB-062,2024-03-17,Cold Brew,cold_brew,0,1,1,3,4,balanced,too_expensive,price_sensitive_guest,synthetic
PFD-003868,SVY-006051,GST-006051,BB-069,2024-03-08,Chocolate Croissant,bakery,0,0,1,5,5,balanced,fair,loyalty_regular,synthetic
