guest_id,loyalty_member_flag,visit_frequency_30d,days_since_last_visit,promo_exposure_flag,promo_redeemed_flag,mobile_order_usage_rate,rewards_redemption_count,churn_risk_proxy,data_source
GST-005011,0,2,32,0,0,0.256,0,0.072,synthetic
GST-005012,0,3,30,0,0,0.33,0,0.151,synthetic
GST-005013,1,2,26,1,0,0.656,2,0.0,synthetic
GST-005014,0,0,7,1,0,0.321,0,0.201,synthetic
GST-005015,0,1,20,1,0,0.475,0,0.386,synthetic
GST-005016,0,3,43,1,0,0.546,0,0.664,synthetic
GST-005017,0,1,35,0,0,0.276,0,0.387,synthetic
GST-005018,0,3,21,0,0,0.39,0,0.004,synthetic
GST-005019,1,6,25,0,0,0.473,1,0.596,synthetic
GST-005020,1,4,7,1,1,0.37,2,0.253,synthetic
GST-005021,1,6,21,0,0,0.72,1,0.059,synthetic
GST-005022,1,5,26,0,0,0.219,2,0.03,synthetic
GST-005023,1,4,35,1,0,0.58,2,0.45,synthetic
GST-005024,1,5,6,1,1,0.344,1,0.37,synthetic
GST-005025,1,3,9,1,0,0.543,0,0.338,synthetic
GST-005026,0,1,11,0,0,0.461,1,0.449,synthetic
GST-005027,1,5,31,1,1,0.419,1,0.189,synthetic
GST-005028,1,3,28,0,1,0.362,5,0.0,synthetic
GST-005029,1,5,25,0,0,0.609,3,0.105,synthetic
GST-005030,1,1,37,0,1,0.719,3,0.117,synthetic
GST-005031,1,4,5,1,0,0.338,1,0.211,synthetic
GST-005032,1,2,11,0,0,0.336,2,0.036,synthetic
GST-005033,0,0,7,1,1,0.249,0,0.385,synthetic
GST-005034,1,2,43,1,0,0.281,3,0.582,synthetic
GST-005035,1,5,34,0,1,1.0,2,0.134,synthetic
GST-005036,0,0,36,1,0,0.364,0,0.26,synthetic
GST-005037,1,6,14,1,0,0.15,1,0.221,synthetic
GST-005038,0,0,17,1,1,0.264,0,0.193,synthetic
GST-005039,0,1,14,1,1,0.065,0,0.08,synthetic
GST-005040,0,2,10,0,0,0.665,0,0.492,synthetic
GST-005041,1,3,43,0,0,0.539,0,0.261,synthetic
GST-005042,0,0,1,0,0,0.536,0,0.577,synthetic
GST-005043,0,0,17,0,0,0.624,1,0.327,synthetic
GST-005044,1,8,5,1,0,0.378,4,0.308,synthetic
GST-005045,0,2,1,1,0,0.389,0,0.212,synthetic
GST-005046,1,4,11,0,1,0.344,2,0.192,synthetic
GST-005047,1,5,37,1,0,0.219,2,0.246,synthetic
GST-005048,0,0,9,1,0,0.288,0,0.313,synthetic
GST-005049,1,2,21,1,0,0.813,3,0.0,synthetic
GST-005050,1,5,29,1,0,0.666,4,0.363,synthetic
GST-005051,0,0,21,1,0,0.44,0,0.084,synthetic
GST-005052,0,0,1,1,0,0.455,0,0.595,synthetic
GST-005053,0,1,29,0,0,0.468,2,0.279,synthetic
GST-005054,0,0,17,0,0,0.304,1,0.152,synthetic
GST-005055,1,3,23,1,0,0.307,4,0.083,synthetic
GST-005056,1,5,28,0,1,0.965,1,0.095,synthetic
GST-005057,0,2,37,0,0,0.423,0,0.241,synthetic
GST-005058,0,2,21,1,0,0.811,2,0.325,synthetic
GST-005059,1,5,7,1,0,0.532,1,0.0,synthetic
GST-005060,1,4,23,1,1,0.621,4,0.189,synthetic
GST-005061,1,5,22,0,1,0.739,2,0.119,synthetic
GST-005062,1,3,17,1,1,1.0,1,0.311,synthetic
GST-005063,0,2,37,1,0,1.0,0,0.179,synthetic
GST-005064,0,0,35,1,0,0.293,0,0.016,synthetic
GST-005065,0,0,25,1,0,0.851,0,0.0,synthetic
GST-005066,1,4,4,0,1,0.109,2,0.173,synthetic
GST-005067,1,6,6,0,1,0.228,1,0.035,synthetic
GST-005068,1,3,27,1,0,0.208,2,0.049,synthetic
GST-005069,0,1,33,0,0,0.152,0,0.247,synthetic
GST-005070,1,4,34,0,0,0.419,1,0.351,synthetic
GST-005071,1,5,5,0,0,0.69,2,0.057,synthetic
GST-005072,1,4,15,0,1,0.36,5,0.0,synthetic
GST-005073,1,2,11,1,0,0.453,3,0.012,synthetic
GST-005074,0,1,44,0,0,0.454,0,0.097,synthetic
GST-005075,1,2,38,0,0,0.467,3,0.0,synthetic
GST-005076,0,3,10,1,0,0.0,1,0.285,synthetic
GST-005077,1,2,23,0,0,0.012,3,0.01,synthetic
GST-005078,1,3,33,0,0,0.252,1,0.282,synthetic
GST-005079,0,1,41,1,0,0.65,0,0.067,synthetic
GST-005080,1,2,22,1,1,0.317,0,0.078,synthetic
GST-005081,1,6,23,1,1,0.19,4,0.413,synthetic
GST-005082,1,1,32,1,0,0.311,1,0.538,synthetic
GST-005083,0,0,32,1,0,0.399,0,0.486,synthetic
GST-005084,1,4,20,1,0,0.386,4,0.0,synthetic
GST-005085,0,1,42,1,0,0.393,0,0.112,synthetic
GST-005086,1,2,22,0,0,0.414,2,0.0,synthetic
GST-005087,1,9,43,1,0,0.236,4,0.139,synthetic
GST-005088,1,6,21,0,1,0.475,3,0.0,synthetic
GST-005089,1,0,30,1,1,1.0,4,0.225,synthetic
GST-005090,1,4,1,1,0,0.531,3,0.024,synthetic
GST-005091,1,3,9,0,1,0.135,0,0.0,synthetic
GST-005092,1,8,22,1,1,0.892,1,0.0,synthetic
GST-005093,0,2,18,0,0,0.372,0,0.0,synthetic
GST-005094,1,5,33,0,0,0.523,1,0.275,synthetic
GST-005095,0,4,13,1,0,0.361,0,0.042,synthetic
GST-005096,0,1,25,0,0,0.228,0,0.519,synthetic
GST-005097,0,3,42,1,0,0.378,0,0.286,synthetic
GST-005098,1,6,10,0,0,0.585,2,0.069,synthetic
GST-005099,1,2,9,1,0,0.325,4,0.171,synthetic
GST-005100,0,0,17,1,0,0.461,0,0.079,synthetic
GST-005101,1,4,29,1,0,0.44,0,0.131,synthetic
GST-005102,1,7,19,1,0,0.548,2,0.076,synthetic
GST-005103,1,2,27,0,0,0.426,2,0.647,synthetic
GST-005104,1,4,1,1,0,0.392,4,0.0,synthetic
GST-005105,1,5,8,1,0,0.417,3,0.106,synthetic
GST-005106,1,4,15,0,0,0.38,0,0.0,synthetic
GST-005107,0,0,36,1,0,0.521,0,0.17,synthetic
GST-005108,0,0,4,0,0,0.308,0,0.639,synthetic
GST-005109,1,2,39,0,1,0.576,1,0.078,synthetic
GST-005110,1,3,42,1,0,0.082,0,0.149,synthetic
GST-005111,1,4,20,0,0,0.184,1,0.324,synthetic
GST-005112,1,6,23,1,0,0.558,4,0.149,synthetic
GST-005113,1,5,37,0,0,0.132,3,0.355,synthetic
GST-005114,0,2,17,1,0,0.736,0,0.089,synthetic
GST-005115,1,2,25,1,0,0.414,1,0.106,synthetic
GST-005116,1,3,24,1,0,0.495,2,0.226,synthetic
GST-005117,1,7,14,1,0,0.369,3,0.183,synthetic
GST-005118,1,3,43,0,0,0.814,1,0.262,synthetic
GST-005119,0,2,12,1,1,0.393,0,0.723,synthetic
GST-005120,0,1,38,0,0,0.763,0,0.205,synthetic
GST-005121,1,3,5,1,0,0.292,1,0.187,synthetic
GST-005122,1,3,20,0,0,0.089,2,0.478,synthetic
GST-005123,1,5,5,1,0,0.443,2,0.145,synthetic
GST-005124,1,3,17,0,0,0.344,3,0.009,synthetic
GST-005125,1,3,16,1,0,0.179,1,0.319,synthetic
GST-005126,0,3,33,0,0,0.132,0,0.061,synthetic
GST-005127,1,3,24,0,1,0.944,2,0.244,synthetic
GST-005128,1,4,38,1,1,0.759,3,0.0,synthetic
GST-005129,1,2,41,1,0,0.507,6,0.054,synthetic
GST-005130,1,4,26,1,0,0.38,1,0.376,synthetic
GST-005131,0,0,32,1,0,0.301,1,0.349,synthetic
GST-005132,0,0,43,1,0,1.0,0,0.159,synthetic
GST-005133,0,1,36,0,0,0.177,1,0.655,synthetic
GST-005134,0,0,27,0,0,0.264,0,0.391,synthetic
GST-005135,0,0,8,1,0,0.241,0,0.715,synthetic
GST-005136,0,4,14,1,0,0.817,0,0.114,synthetic
GST-005137,1,6,40,1,0,0.325,2,0.212,synthetic
GST-005138,0,1,34,1,0,0.304,0,0.561,synthetic
GST-005139,1,3,32,1,0,0.691,1,0.0,synthetic
GST-005140,0,0,25,1,0,0.268,0,0.634,synthetic
GST-005141,1,4,37,1,0,0.515,0,0.0,synthetic
GST-005142,1,4,22,0,1,0.361,1,0.293,synthetic
GST-005143,0,1,3,1,0,0.294,0,0.18,synthetic
GST-005144,1,3,38,0,1,1.0,1,0.25,synthetic
GST-005145,0,1,40,0,0,0.297,0,0.222,synthetic
GST-005146,1,3,12,0,0,0.535,2,0.11,synthetic
GST-005147,1,4,31,1,0,0.676,8,0.192,synthetic
GST-005148,0,0,16,1,0,0.426,0,0.473,synthetic
GST-005149,0,0,29,1,0,0.011,0,0.125,synthetic
GST-005150,1,1,36,0,0,0.037,5,0.143,synthetic
GST-005151,0,0,4,1,0,0.334,0,0.227,synthetic
GST-005152,0,1,40,0,0,0.097,0,0.126,synthetic
GST-005153,1,1,24,0,0,0.904,0,0.152,synthetic
GST-005154,0,0,34,1,0,0.078,0,0.271,synthetic
GST-005155,1,1,17,1,1,0.633,2,0.0,synthetic
GST-005156,0,0,38,1,0,0.264,0,0.167,synthetic
GST-005157,0,1,43,1,0,0.404,0,0.105,synthetic
GST-005158,1,1,36,1,0,0.075,2,0.061,synthetic
GST-005159,1,4,19,0,0,0.525,3,0.251,synthetic
GST-005160,0,2,6,0,0,0.696,1,0.096,synthetic
GST-005161,1,4,3,0,1,0.417,2,0.176,synthetic
GST-005162,1,3,44,1,0,0.279,2,0.26,synthetic
GST-005163,1,1,8,1,1,0.532,3,0.452,synthetic
GST-005164,1,2,4,1,1,0.523,1,0.094,synthetic
GST-005165,1,3,1,1,0,0.386,1,0.185,synthetic
GST-005166,0,0,18,1,0,0.334,0,0.048,synthetic
GST-005167,0,1,39,1,0,1.0,0,0.102,synthetic
GST-005168,1,3,43,1,0,0.478,5,0.572,synthetic
GST-005169,0,0,19,0,0,0.425,0,0.197,synthetic
GST-005170,1,5,8,0,1,0.585,3,0.0,synthetic
GST-005171,1,3,15,1,0,0.329,2,0.053,synthetic
GST-005172,1,4,12,1,0,0.717,1,0.021,synthetic
GST-005173,1,6,28,0,0,0.463,1,0.358,synthetic
GST-005174,1,5,25,1,1,0.373,2,0.0,synthetic
GST-005175,0,3,15,1,0,0.321,0,0.513,synthetic
GST-005176,0,1,25,1,0,0.304,0,0.383,synthetic
GST-005177,0,1,41,0,1,0.423,0,0.308,synthetic
GST-005178,1,8,6,0,0,0.463,6,0.383,synthetic
GST-005179,1,4,22,1,0,0.531,3,0.081,synthetic
GST-005180,1,1,19,1,0,0.438,2,0.172,synthetic
GST-005181,0,1,31,1,0,0.345,0,0.079,synthetic
GST-005182,1,1,14,1,0,0.458,1,0.254,synthetic
GST-005183,0,2,44,0,0,0.661,0,0.292,synthetic
GST-005184,0,1,22,0,0,0.796,0,0.31,synthetic
GST-005185,1,5,4,0,0,0.523,1,0.013,synthetic
GST-005186,0,3,18,1,0,0.298,0,0.682,synthetic
GST-005187,1,3,44,1,0,0.8,0,0.0,synthetic
GST-005188,1,7,12,0,0,0.353,0,0.0,synthetic
GST-005189,0,1,43,0,0,0.0,0,0.272,synthetic
GST-005190,1,3,30,1,0,0.508,3,0.238,synthetic
GST-005191,1,2,26,0,0,0.144,1,0.083,synthetic
GST-005192,0,1,26,1,0,0.307,0,0.163,synthetic
GST-005193,0,0,18,1,0,0.248,1,0.494,synthetic
GST-005194,0,1,9,1,0,0.199,0,0.031,synthetic
GST-005195,0,3,44,1,0,1.0,0,0.0,synthetic
GST-005196,0,1,11,1,0,0.356,0,0.1,synthetic
GST-005197,1,2,40,1,1,0.374,1,0.0,synthetic
GST-005198,1,8,6,1,0,0.178,2,0.089,synthetic
GST-005199,1,6,35,0,1,0.918,3,0.0,synthetic
GST-005200,1,3,27,0,0,0.707,2,0.058,synthetic
GST-005201,1,5,3,0,0,0.545,1,0.048,synthetic
GST-005202,0,0,36,1,0,1.0,1,0.39,synthetic
GST-005203,1,2,37,1,0,0.855,2,0.0,synthetic
GST-005204,0,1,6,0,0,0.538,0,0.28,synthetic
GST-005205,1,1,6,1,1,0.334,3,0.148,synthetic
GST-005206,1,4,34,0,0,0.152,5,0.156,synthetic
GST-005207,0,1,11,0,0,0.789,0,0.097,synthetic
GST-005208,1,5,13,1,0,0.303,0,0.097,synthetic
GST-005209,1,4,2,1,0,0.637,3,0.109,synthetic
GST-005210,1,4,15,0,0,0.511,4,0.05,synthetic
GST-005211,1,9,40,1,0,0.37,4,0.209,synthetic
GST-005212,0,1,44,0,0,0.491,0,0.382,synthetic
GST-005213,0,1,23,1,0,0.258,0,0.359,synthetic
GST-005214,1,5,21,0,1,0.298,1,0.0,synthetic
GST-005215,0,3,9,1,0,0.292,0,0.414,synthetic
GST-005216,1,4,43,1,1,0.452,4,0.0,synthetic
GST-005217,1,2,24,0,0,0.317,2,0.014,synthetic
GST-005218,0,0,3,1,0,0.373,1,0.115,synthetic
GST-005219,1,2,37,0,0,0.455,2,0.35,synthetic
GST-005220,1,11,23,0,0,0.429,1,0.018,synthetic
GST-005221,1,4,42,0,1,0.323,1,0.51,synthetic
GST-005222,0,0,36,1,0,0.635,0,0.227,synthetic
GST-005223,0,2,28,0,0,0.406,0,0.214,synthetic
GST-005224,0,1,5,0,0,0.372,0,0.235,synthetic
GST-005225,0,0,31,0,1,0.199,0,0.639,synthetic
GST-005226,0,1,24,1,0,0.826,2,0.109,synthetic
GST-005227,0,2,32,1,0,1.0,0,0.15,synthetic
GST-005228,1,3,18,1,0,0.448,2,0.148,synthetic
GST-005229,0,1,4,1,0,0.307,0,0.444,synthetic
GST-005230,1,6,24,0,0,0.314,1,0.002,synthetic
GST-005231,0,2,44,0,1,0.0,0,0.196,synthetic
GST-005232,1,3,15,0,0,0.046,4,0.294,synthetic
GST-005233,0,3,15,1,0,0.378,0,0.156,synthetic
GST-005234,0,0,30,0,0,0.651,1,0.324,synthetic
GST-005235,1,9,19,1,0,0.072,4,0.205,synthetic
GST-005236,1,4,21,0,0,0.61,3,0.231,synthetic
GST-005237,1,5,1,1,1,0.284,0,0.233,synthetic
GST-005238,0,2,7,1,0,0.087,1,0.133,synthetic
GST-005239,0,0,11,1,0,0.373,1,0.228,synthetic
GST-005240,1,2,37,1,1,0.471,0,0.062,synthetic
GST-005241,1,4,22,0,0,0.325,2,0.105,synthetic
GST-005242,0,1,36,0,0,0.271,0,0.234,synthetic
GST-005243,1,7,14,0,0,0.319,2,0.159,synthetic
GST-005244,1,3,39,0,0,0.288,2,0.0,synthetic
GST-005245,0,0,39,1,1,0.514,0,0.148,synthetic
GST-005246,1,4,22,1,1,0.406,0,0.0,synthetic
GST-005247,1,4,16,0,1,0.493,3,0.223,synthetic
GST-005248,1,3,17,1,1,0.495,2,0.115,synthetic
GST-005249,0,1,32,0,0,0.647,1,0.244,synthetic
GST-005250,1,5,14,0,1,0.351,2,0.118,synthetic
GST-005251,0,0,30,1,0,0.265,0,0.049,synthetic
GST-005252,0,1,38,0,0,0.648,0,0.369,synthetic
GST-005253,0,2,4,1,0,0.649,0,0.0,synthetic
GST-005254,1,1,14,0,0,0.425,0,0.097,synthetic
GST-005255,1,2,6,1,0,0.563,2,0.308,synthetic
GST-005256,1,5,8,0,0,0.263,2,0.049,synthetic
GST-005257,1,3,33,0,0,0.59,1,0.23,synthetic
GST-005258,1,5,3,0,0,0.0,4,0.321,synthetic
GST-005259,0,0,43,0,0,1.0,0,0.0,synthetic
GST-005260,0,3,34,1,1,1.0,0,0.209,synthetic
GST-005261,1,4,29,0,1,0.357,0,0.062,synthetic
GST-005262,1,4,37,1,1,0.498,3,0.196,synthetic
GST-005263,1,6,29,1,0,0.729,1,0.276,synthetic
GST-005264,1,6,32,1,0,0.842,0,0.146,synthetic
GST-005265,0,2,28,1,0,0.296,1,0.051,synthetic
GST-005266,1,4,6,1,0,0.092,1,0.069,synthetic
GST-005267,0,2,38,1,0,0.128,0,0.243,synthetic
GST-005268,0,0,39,0,0,0.504,1,0.596,synthetic
GST-005269,0,2,7,0,0,0.227,0,0.239,synthetic
GST-005270,1,7,8,0,0,0.395,4,0.537,synthetic
GST-005271,0,0,23,1,0,0.223,0,0.191,synthetic
GST-005272,1,2,31,1,0,0.584,6,0.284,synthetic
GST-005273,1,6,11,0,0,0.2,3,0.179,synthetic
GST-005274,1,2,34,0,0,0.402,0,0.169,synthetic
GST-005275,1,4,21,1,0,0.442,6,0.26,synthetic
GST-005276,1,8,29,1,1,0.778,1,0.159,synthetic
GST-005277,0,2,12,1,0,0.619,0,0.0,synthetic
GST-005278,0,3,44,0,1,0.132,0,0.594,synthetic
GST-005279,0,2,41,1,0,0.276,0,0.235,synthetic
GST-005280,1,2,44,1,0,0.178,0,0.213,synthetic
GST-005281,1,2,34,1,0,0.367,3,0.0,synthetic
GST-005282,1,2,27,0,1,0.443,3,0.236,synthetic
GST-005283,0,0,10,0,0,0.86,0,0.057,synthetic
GST-005284,0,1,40,1,0,0.474,1,0.537,synthetic
GST-005285,0,2,38,0,0,0.757,1,0.0,synthetic
GST-005286,0,1,25,0,0,0.523,0,0.451,synthetic
GST-005287,1,11,38,1,1,0.625,2,0.0,synthetic
GST-005288,0,3,1,1,0,0.481,0,0.574,synthetic
GST-005289,0,3,33,0,0,0.454,0,0.57,synthetic
GST-005290,1,6,3,0,0,0.79,3,0.129,synthetic
GST-005291,1,2,27,1,0,0.302,1,0.098,synthetic
GST-005292,0,1,12,1,0,0.369,0,0.634,synthetic
GST-005293,0,0,11,1,0,0.968,1,0.228,synthetic
GST-005294,1,1,3,0,1,0.539,2,0.399,synthetic
GST-005295,0,0,29,0,0,0.204,0,0.548,synthetic
GST-005296,0,2,41,0,0,0.247,1,0.171,synthetic
GST-005297,1,2,25,1,0,0.0,1,0.013,synthetic
GST-005298,1,3,34,1,0,0.182,1,0.315,synthetic
GST-005299,0,1,19,1,0,1.0,0,0.071,synthetic
GST-005300,0,0,16,1,0,0.422,0,0.151,synthetic
GST-005301,0,2,24,1,0,0.28,0,0.62,synthetic
GST-005302,0,0,42,1,0,1.0,1,0.086,synthetic
GST-005303,1,4,36,1,0,0.232,3,0.0,synthetic
GST-005304,1,7,14,0,0,0.231,2,0.486,synthetic
GST-005305,0,1,17,1,0,0.557,0,0.392,synthetic
GST-005306,0,2,19,1,0,0.387,0,0.043,synthetic
GST-005307,1,3,9,1,0,0.508,0,0.075,synthetic
GST-005308,0,2,40,0,0,0.933,0,0.095,synthetic
GST-005309,1,1,2,1,1,0.322,2,0.009,synthetic
GST-005310,1,6,6,1,1,0.494,4,0.0,synthetic
GST-005311,1,1,26,1,0,0.578,1,0.0,synthetic
GST-005312,1,3,21,1,1,0.663,2,0.022,synthetic
GST-005313,1,3,1,1,0,0.848,0,0.219,synthetic
GST-005314,1,4,40,1,0,1.0,3,0.0,synthetic
GST-005315,0,2,34,1,0,0.26,0,0.05,synthetic
GST-005316,0,0,36,1,0,0.278,1,0.731,synthetic
GST-005317,1,3,31,0,1,0.284,0,0.39,synthetic
GST-005318,1,3,43,0,1,0.292,0,0.239,synthetic
GST-005319,1,1,30,0,0,0.206,1,0.207,synthetic
GST-005320,0,0,21,1,0,0.399,0,0.485,synthetic
GST-005321,1,3,24,0,0,0.466,1,0.0,synthetic
GST-005322,0,2,21,1,0,0.332,1,0.375,synthetic
GST-005323,1,6,23,1,0,0.282,1,0.398,synthetic
GST-005324,1,2,35,0,1,0.756,2,0.116,synthetic
GST-005325,0,2,15,1,0,0.457,0,0.26,synthetic
GST-005326,1,2,40,1,1,0.553,2,0.221,synthetic
GST-005327,0,0,32,1,0,0.384,0,0.924,synthetic
GST-005328,1,4,31,1,0,0.612,1,0.081,synthetic
GST-005329,1,7,23,1,0,0.526,3,0.073,synthetic
GST-005330,0,2,37,1,1,0.246,0,0.17,synthetic
GST-005331,1,5,44,1,1,0.667,0,0.02,synthetic
GST-005332,1,0,8,1,0,0.687,3,0.224,synthetic
GST-005333,1,4,35,1,0,0.422,2,0.0,synthetic
GST-005334,1,6,1,0,0,0.552,1,0.136,synthetic
GST-005335,0,2,37,1,0,0.644,0,0.251,synthetic
GST-005336,0,1,33,1,0,0.138,0,0.349,synthetic
GST-005337,1,8,43,1,1,0.544,1,0.0,synthetic
GST-005338,1,5,25,0,0,1.0,3,0.174,synthetic
GST-005339,1,6,4,1,1,0.26,5,0.244,synthetic
GST-005340,0,1,2,1,0,0.367,0,0.021,synthetic
GST-005341,0,2,43,1,0,0.375,0,0.266,synthetic
GST-005342,1,3,27,1,1,0.423,3,0.256,synthetic
GST-005343,0,1,12,1,0,0.175,1,0.142,synthetic
GST-005344,0,0,17,1,0,0.492,0,0.721,synthetic
GST-005345,1,6,16,1,0,0.736,3,0.066,synthetic
GST-005346,0,1,3,1,1,0.801,1,0.0,synthetic
GST-005347,1,3,19,0,0,0.389,2,0.766,synthetic
GST-005348,0,2,14,0,1,0.411,0,0.0,synthetic
GST-005349,0,0,16,1,0,0.283,0,0.223,synthetic
GST-005350,0,1,10,1,0,0.966,0,0.04,synthetic
GST-005351,0,0,9,1,0,0.854,1,0.0,synthetic
GST-005352,0,2,13,0,0,0.79,0,0.224,synthetic
GST-005353,1,4,40,1,0,0.602,1,0.025,synthetic
GST-005354,1,2,29,1,0,0.41,1,0.248,synthetic
GST-005355,0,0,5,1,0,0.926,0,0.138,synthetic
GST-005356,1,2,27,0,1,0.16,1,0.255,synthetic
GST-005357,1,5,36,0,0,0.233,2,0.008,synthetic
GST-005358,0,0,9,0,0,0.514,0,0.236,synthetic
GST-005359,1,1,2,0,0,0.515,1,0.15,synthetic
GST-005360,1,1,39,1,1,0.237,5,0.187,synthetic
GST-005361,0,0,26,0,0,0.312,0,0.075,synthetic
GST-005362,1,6,12,1,0,0.767,2,0.144,synthetic
GST-005363,1,1,32,0,0,0.294,2,0.256,synthetic
GST-005364,0,1,10,1,1,0.012,1,0.35,synthetic
GST-005365,0,1,16,1,1,0.258,1,0.239,synthetic
GST-005366,0,0,5,1,0,1.0,0,0.054,synthetic
GST-005367,1,4,29,1,0,0.456,2,0.078,synthetic
GST-005368,0,0,37,1,0,0.56,0,0.71,synthetic
GST-005369,1,4,34,1,0,0.24,3,0.09,synthetic
GST-005370,0,1,43,1,0,0.436,0,0.644,synthetic
GST-005371,1,3,1,0,1,0.392,4,0.231,synthetic
GST-005372,1,3,29,1,0,0.305,0,0.183,synthetic
GST-005373,0,2,14,1,0,0.341,1,0.282,synthetic
GST-005374,1,5,19,1,0,0.503,4,0.028,synthetic
GST-005375,1,1,6,1,0,0.328,3,0.0,synthetic
GST-005376,1,5,24,0,0,1.0,1,0.136,synthetic
GST-005377,1,3,13,1,0,0.979,1,0.193,synthetic
GST-005378,1,6,28,0,1,0.58,2,0.095,synthetic
GST-005379,0,1,30,1,0,0.371,1,0.162,synthetic
GST-005380,1,9,29,1,1,0.526,1,0.133,synthetic
GST-005381,0,0,29,1,0,0.818,0,0.0,synthetic
GST-005382,1,3,13,0,0,0.262,2,0.17,synthetic
GST-005383,0,0,1,1,0,0.253,0,0.084,synthetic
GST-005384,1,6,17,0,0,0.678,1,0.242,synthetic
GST-005385,0,2,19,1,0,0.194,1,0.151,synthetic
GST-005386,1,4,35,0,0,0.434,1,0.156,synthetic
GST-005387,0,0,36,1,1,0.226,0,0.641,synthetic
GST-005388,0,0,7,0,0,0.488,0,0.11,synthetic
GST-005389,0,1,21,1,0,0.257,0,0.299,synthetic
GST-005390,0,2,36,1,0,0.217,0,0.718,synthetic
GST-005391,0,3,36,1,0,0.449,1,0.035,synthetic
GST-005392,1,2,34,0,0,0.748,1,0.22,synthetic
GST-005393,0,3,40,0,0,0.073,0,0.606,synthetic
GST-005394,1,2,7,0,0,0.46,1,0.15,synthetic
GST-005395,0,1,17,0,0,0.6,0,0.374,synthetic
GST-005396,0,0,37,1,0,0.216,0,0.262,synthetic
GST-005397,1,5,32,1,1,0.679,7,0.177,synthetic
GST-005398,0,0,17,0,1,0.334,0,0.496,synthetic
GST-005399,1,12,34,1,0,0.408,1,0.167,synthetic
GST-005400,0,0,14,0,0,0.534,0,0.238,synthetic
GST-005401,1,6,10,0,0,0.506,0,0.058,synthetic
GST-005402,1,4,31,1,0,0.411,1,0.193,synthetic
GST-005403,1,3,9,0,1,0.323,1,0.002,synthetic
GST-005404,0,1,15,1,0,0.056,0,0.323,synthetic
GST-005405,0,2,29,1,0,0.355,1,0.245,synthetic
GST-005406,1,0,12,0,1,0.308,4,0.198,synthetic
GST-005407,0,1,40,1,0,0.314,0,0.183,synthetic
GST-005408,1,10,20,0,1,0.631,1,0.01,synthetic
GST-005409,0,0,9,0,0,0.174,0,0.268,synthetic
GST-005410,1,6,44,0,0,0.478,3,0.324,synthetic
GST-005411,1,7,21,0,1,0.361,0,0.0,synthetic
GST-005412,1,2,42,1,0,0.413,2,0.079,synthetic
GST-005413,1,1,3,1,0,0.367,2,0.706,synthetic
GST-005414,1,4,31,0,1,0.117,1,0.0,synthetic
GST-005415,0,2,34,0,0,0.239,0,0.0,synthetic
GST-005416,0,2,3,0,0,0.721,0,0.682,synthetic
GST-005417,1,6,19,0,0,0.315,4,0.263,synthetic
GST-005418,0,0,21,1,0,0.651,0,0.16,synthetic
GST-005419,0,2,44,1,0,0.91,1,0.237,synthetic
GST-005420,1,2,17,1,0,0.855,1,0.335,synthetic
GST-005421,0,1,27,0,0,0.606,0,0.217,synthetic
GST-005422,1,5,40,1,1,0.519,1,0.0,synthetic
GST-005423,1,5,20,0,0,0.636,2,0.106,synthetic
GST-005424,0,1,12,0,0,0.781,0,0.289,synthetic
GST-005425,0,0,16,0,0,0.639,0,0.462,synthetic
GST-005426,0,1,41,0,0,0.412,0,0.0,synthetic
GST-005427,1,5,7,1,1,0.121,1,0.067,synthetic
GST-005428,0,2,22,0,0,0.473,0,0.486,synthetic
GST-005429,0,0,12,1,0,0.414,0,0.321,synthetic
GST-005430,0,2,33,1,0,0.177,0,0.098,synthetic
GST-005431,1,5,34,0,0,0.391,2,0.593,synthetic
GST-005432,1,5,17,1,0,0.476,1,0.055,synthetic
GST-005433,0,2,19,0,0,0.159,0,0.03,synthetic
GST-005434,1,2,2,0,0,0.494,1,0.101,synthetic
GST-005435,1,3,17,0,1,0.733,1,0.224,synthetic
GST-005436,1,8,9,1,0,0.466,1,0.345,synthetic
GST-005437,1,5,42,0,0,0.433,2,0.172,synthetic
GST-005438,1,7,17,0,1,0.908,4,0.088,synthetic
GST-005439,0,2,28,1,0,0.103,0,0.203,synthetic
GST-005440,0,0,42,1,0,0.568,0,0.358,synthetic
GST-005441,1,1,34,0,1,0.469,4,0.37,synthetic
GST-005442,0,3,37,1,0,0.477,0,0.08,synthetic
GST-005443,1,5,38,1,0,0.173,2,0.199,synthetic
GST-005444,1,4,30,0,0,0.827,2,0.181,synthetic
GST-005445,1,4,22,1,0,0.4,2,0.0,synthetic
GST-005446,1,2,16,1,0,0.714,0,0.086,synthetic
GST-005447,1,5,40,1,0,0.555,5,0.425,synthetic
GST-005448,0,0,19,0,0,0.324,0,0.443,synthetic
GST-005449,0,2,43,1,0,0.38,0,0.604,synthetic
GST-005450,0,0,12,1,0,0.609,0,0.64,synthetic
GST-005451,0,0,44,1,0,0.4,0,0.263,synthetic
GST-005452,1,4,31,1,0,0.604,4,0.154,synthetic
GST-005453,1,10,38,1,0,0.076,2,0.242,synthetic
GST-005454,1,0,35,1,0,0.767,3,0.163,synthetic
GST-005455,0,1,36,1,0,0.075,0,0.262,synthetic
GST-005456,0,0,10,0,0,0.343,1,0.177,synthetic
GST-005457,1,3,23,0,1,0.329,1,0.032,synthetic
GST-005458,1,5,3,1,0,0.1,2,0.347,synthetic
